13B_MM1,mm,4096,5120,5120,1
13B_MM2,mm,4096,5120,13824,1
13B_MM3,mm,4096,13824,5120,1
34B_MM1,mm,4096,6656,6656,1
34B_MM2,mm,4096,6656,832,1
34B_MM3,mm,4096,6656,20480,1
34B_MM4,mm,4096,20480,6656,1
